Date,Close
8/18/2021 16:00:00,521.87
8/19/2021 16:00:00,543.71
8/20/2021 16:00:00,546.88
8/23/2021 16:00:00,553.33
8/24/2021 16:00:00,553.41
8/25/2021 16:00:00,547.58
8/26/2021 16:00:00,550.12
8/27/2021 16:00:00,558.92
8/30/2021 16:00:00,566.18
8/31/2021 16:00:00,569.19
9/1/2021 16:00:00,582.07
9/2/2021 16:00:00,588.55
9/3/2021 16:00:00,590.53
9/7/2021 16:00:00,606.71
9/8/2021 16:00:00,606.05
9/9/2021 16:00:00,597.54
9/10/2021 16:00:00,598.72
9/13/2021 16:00:00,589.29
9/14/2021 16:00:00,577.76
9/15/2021 16:00:00,582.87
9/16/2021 16:00:00,586.5
9/17/2021 16:00:00,589.35
9/20/2021 16:00:00,575.43
9/21/2021 16:00:00,573.14
9/22/2021 16:00:00,590.65
9/23/2021 16:00:00,593.26
9/24/2021 16:00:00,592.39
9/27/2021 16:00:00,592.64
9/28/2021 16:00:00,583.85
9/29/2021 16:00:00,599.06
9/30/2021 16:00:00,610.34
10/1/2021 16:00:00,613.15
10/4/2021 16:00:00,603.35
10/5/2021 16:00:00,634.81
10/6/2021 16:00:00,639.1
10/7/2021 16:00:00,631.85
10/8/2021 16:00:00,632.66
10/11/2021 16:00:00,627.04
10/12/2021 16:00:00,624.94
10/13/2021 16:00:00,629.76
10/14/2021 16:00:00,633.8
10/15/2021 16:00:00,628.29
10/18/2021 16:00:00,637.97
10/19/2021 16:00:00,639
10/20/2021 16:00:00,625.14
10/21/2021 16:00:00,653.16
10/22/2021 16:00:00,664.78
10/25/2021 16:00:00,671.66
10/26/2021 16:00:00,668.52
10/27/2021 16:00:00,662.92
10/28/2021 16:00:00,674.05
10/29/2021 16:00:00,690.31
11/1/2021 16:00:00,681.17
11/2/2021 16:00:00,677.72
11/3/2021 16:00:00,688.29
11/4/2021 16:00:00,668.4
11/5/2021 16:00:00,645.72
11/8/2021 16:00:00,651.45
11/9/2021 16:00:00,655.99
11/10/2021 16:00:00,646.91
11/11/2021 16:00:00,657.58
11/12/2021 16:00:00,682.61
11/15/2021 16:00:00,679.33
11/16/2021 16:00:00,687.4
11/17/2021 16:00:00,691.69
11/18/2021 16:00:00,682.02
11/19/2021 16:00:00,678.8
11/22/2021 16:00:00,659.2
11/23/2021 16:00:00,654.06
11/24/2021 16:00:00,658.29
11/26/2021 13:00:00,665.64
11/29/2021 16:00:00,663.84
11/30/2021 16:00:00,641.9
12/1/2021 16:00:00,617.77
12/2/2021 16:00:00,616.47
12/3/2021 16:00:00,602.13
12/6/2021 16:00:00,612.69
12/7/2021 16:00:00,625.58
12/8/2021 16:00:00,628.08
12/9/2021 16:00:00,611
12/10/2021 16:00:00,611.66
12/13/2021 16:00:00,604.56
12/14/2021 16:00:00,597.99
12/15/2021 16:00:00,605.04
12/16/2021 16:00:00,591.06
12/17/2021 16:00:00,586.73
12/20/2021 16:00:00,593.74
12/21/2021 16:00:00,604.92
12/22/2021 16:00:00,614.24
12/23/2021 16:00:00,614.09
12/27/2021 16:00:00,613.12
12/28/2021 16:00:00,610.71
12/29/2021 16:00:00,610.54
12/30/2021 16:00:00,612.09
12/31/2021 16:00:00,602.44
