Date,Close
1/4/2021 16:00:00,522.86
1/5/2021 16:00:00,520.8
1/6/2021 16:00:00,500.49
1/7/2021 16:00:00,508.89
1/8/2021 16:00:00,510.4
1/11/2021 16:00:00,499.1
1/12/2021 16:00:00,494.25
1/13/2021 16:00:00,507.79
1/14/2021 16:00:00,500.86
1/15/2021 16:00:00,497.98
1/19/2021 16:00:00,501.77
1/20/2021 16:00:00,586.34
1/21/2021 16:00:00,579.84
1/22/2021 16:00:00,565.17
1/25/2021 16:00:00,556.78
1/26/2021 16:00:00,561.93
1/27/2021 16:00:00,523.28
1/28/2021 16:00:00,538.6
1/29/2021 16:00:00,532.39
2/1/2021 16:00:00,539.04
2/2/2021 16:00:00,548.16
2/3/2021 16:00:00,539.45
2/4/2021 16:00:00,552.16
2/5/2021 16:00:00,550.79
2/8/2021 16:00:00,547.92
2/9/2021 16:00:00,559.07
2/10/2021 16:00:00,563.59
2/11/2021 16:00:00,557.59
2/12/2021 16:00:00,556.52
2/16/2021 16:00:00,557.28
2/17/2021 16:00:00,551.34
2/18/2021 16:00:00,548.22
2/19/2021 16:00:00,540.22
2/22/2021 16:00:00,533.78
2/23/2021 16:00:00,546.15
2/24/2021 16:00:00,553.41
2/25/2021 16:00:00,546.7
2/26/2021 16:00:00,538.85
3/1/2021 16:00:00,550.64
3/2/2021 16:00:00,547.82
3/3/2021 16:00:00,520.7
3/4/2021 16:00:00,511.29
3/5/2021 16:00:00,516.39
3/8/2021 16:00:00,493.33
3/9/2021 16:00:00,506.44
3/10/2021 16:00:00,504.54
3/11/2021 16:00:00,523.06
3/12/2021 16:00:00,518.02
3/15/2021 16:00:00,520.25
3/16/2021 16:00:00,524.03
3/17/2021 16:00:00,524.44
3/18/2021 16:00:00,504.79
3/19/2021 16:00:00,512.18
3/22/2021 16:00:00,523.11
3/23/2021 16:00:00,535.09
3/24/2021 16:00:00,520.81
3/25/2021 16:00:00,502.86
3/26/2021 16:00:00,508.05
3/29/2021 16:00:00,513.95
3/30/2021 16:00:00,513.39
3/31/2021 16:00:00,521.66
4/1/2021 16:00:00,539.42
4/5/2021 16:00:00,540.67
4/6/2021 16:00:00,544.53
4/7/2021 16:00:00,546.99
4/8/2021 16:00:00,554.58
4/9/2021 16:00:00,555.31
4/12/2021 16:00:00,552.78
4/13/2021 16:00:00,553.73
4/14/2021 16:00:00,540.02
4/15/2021 16:00:00,549.22
4/16/2021 16:00:00,546.54
4/19/2021 16:00:00,554.44
4/20/2021 16:00:00,549.57
4/21/2021 16:00:00,508.9
4/22/2021 16:00:00,508.78
4/23/2021 16:00:00,505.55
4/26/2021 16:00:00,510.3
4/27/2021 16:00:00,505.55
4/28/2021 16:00:00,506.52
4/29/2021 16:00:00,509
4/30/2021 16:00:00,513.47
5/3/2021 16:00:00,509.11
5/4/2021 16:00:00,503.18
5/5/2021 16:00:00,496.08
5/6/2021 16:00:00,499.55
5/7/2021 16:00:00,503.84
5/10/2021 16:00:00,486.69
5/11/2021 16:00:00,495.08
5/12/2021 16:00:00,484.98
5/13/2021 16:00:00,486.66
5/14/2021 16:00:00,493.37
5/17/2021 16:00:00,488.94
5/18/2021 16:00:00,486.28
5/19/2021 16:00:00,487.7
5/20/2021 16:00:00,501.67
5/21/2021 16:00:00,497.89
5/24/2021 16:00:00,502.9
5/25/2021 16:00:00,501.34
5/26/2021 16:00:00,502.36
5/27/2021 16:00:00,503.86
5/28/2021 16:00:00,502.81
6/1/2021 16:00:00,499.08
6/2/2021 16:00:00,499.24
6/3/2021 16:00:00,489.43
6/4/2021 16:00:00,494.74
6/7/2021 16:00:00,494.66
6/8/2021 16:00:00,492.39
6/9/2021 16:00:00,485.81
6/10/2021 16:00:00,487.27
6/11/2021 16:00:00,488.77
6/14/2021 16:00:00,499.89
6/15/2021 16:00:00,491.9
6/16/2021 16:00:00,492.41
6/17/2021 16:00:00,498.34
6/18/2021 16:00:00,500.77
6/21/2021 16:00:00,497
6/22/2021 16:00:00,508.82
6/23/2021 16:00:00,512.74
6/24/2021 16:00:00,518.06
6/25/2021 16:00:00,527.07
6/28/2021 16:00:00,533.03
6/29/2021 16:00:00,533.5
6/30/2021 16:00:00,528.21
7/1/2021 16:00:00,533.54
7/2/2021 16:00:00,533.98
7/6/2021 16:00:00,541.64
7/7/2021 16:00:00,535.96
7/8/2021 16:00:00,530.76
7/9/2021 16:00:00,535.98
7/12/2021 16:00:00,537.31
7/13/2021 16:00:00,540.68
7/14/2021 16:00:00,547.95
7/15/2021 16:00:00,542.95
7/16/2021 16:00:00,530.31
7/19/2021 16:00:00,532.28
7/20/2021 16:00:00,531.05
7/21/2021 16:00:00,513.63
7/22/2021 16:00:00,511.77
7/23/2021 16:00:00,515.41
7/26/2021 16:00:00,516.49
7/27/2021 16:00:00,518.91
7/28/2021 16:00:00,519.3
7/29/2021 16:00:00,514.25
7/30/2021 16:00:00,517.57
8/2/2021 16:00:00,515.15
8/3/2021 16:00:00,510.82
8/4/2021 16:00:00,517.35
8/5/2021 16:00:00,524.89
8/6/2021 16:00:00,520.55
8/9/2021 16:00:00,519.97
8/10/2021 16:00:00,515.84
8/11/2021 16:00:00,512.4
8/12/2021 16:00:00,510.72
8/13/2021 16:00:00,515.92
8/16/2021 16:00:00,517.92
8/17/2021 16:00:00,518.91
